basetime,city_id,NO2,O3,PM10,PM2.5
2015-01-09,AQ024,17.29,44.82,14.97,8.14
2015-01-09,AQ025,55.24,3.93,48.69,35.83
2015-01-09,AQ026,24.26,30.18,28.06,10.39
2015-01-09,AQ027,9.52,64.57,5.09,3.50
2015-01-09,AQ028,36.29,28.42,28.65,18.10
2015-01-09,AQ029,2.56,66.02,7.06,4.42
2015-01-09,AQ030,28.11,16.87,14.28,11.52
2015-01-09,AQ031,20.24,45.07,10.97,5.86
2015-01-09,AQ032,4.60,35.75,38.71,12.96
2015-01-09,AQ033,9.61,59.88,6.70,3.99
2015-01-09,AQ034,9.50,41.75,48.66,20.58
2015-01-09,AQ035,3.00,64.48,6.38,2.81
2015-01-09,AQ036,11.38,48.11,11.00,9.02
2015-01-09,AQ037,41.37,11.41,34.45,25.06
2015-01-09,AQ038,6.19,51.38,25.06,13.34
2015-01-09,AQ039,17.95,22.00,69.61,23.77
2015-01-09,AQ040,16.90,20.18,30.19,19.18
2015-01-09,AQ041,16.55,42.37,8.66,6.54
2015-01-09,AQ042,11.40,38.08,11.29,8.29
2015-01-09,AQ043,7.12,50.95,22.60,11.99
2015-01-09,AQ044,40.11,3.67,39.47,26.40
2015-01-09,AQ045,24.08,17.25,20.21,10.05
2015-01-09,AQ046,7.32,52.72,20.78,7.41
2015-01-09,AQ047,15.75,56.77,8.51,3.81
2015-01-09,AQ048,11.82,39.24,12.05,8.96
2015-01-09,AQ049,14.52,42.01,15.03,9.08
2015-01-09,AQ050,21.31,19.73,35.43,26.50
2015-01-10,AQ001,7.66,62.51,15.23,6.60
2015-01-10,AQ002,23.97,37.73,19.30,15.64
2015-01-10,AQ003,34.68,24.05,19.48,13.77
2015-01-10,AQ004,39.10,15.34,19.18,20.82
2015-01-10,AQ005,14.27,30.36,25.27,12.44
2015-01-10,AQ006,9.94,59.06,6.71,5.01
2015-01-10,AQ007,5.62,56.68,4.70,3.33
2015-01-10,AQ008,3.58,66.18,14.25,4.91
2015-01-10,AQ009,6.01,50.02,4.91,2.82
2015-01-10,AQ010,7.90,61.51,9.81,5.08
2015-01-10,AQ011,10.30,26.57,11.79,8.62
2015-01-10,AQ012,13.45,34.90,9.30,4.85
2015-01-10,AQ013,9.50,57.11,6.42,4.86
2015-01-10,AQ014,6.93,69.45,13.15,5.23
2015-01-10,AQ015,4.29,37.25,10.34,3.02
2015-01-10,AQ016,7.28,62.28,9.12,4.86
2015-01-10,AQ017,10.12,40.44,5.58,4.26
2015-01-10,AQ018,29.77,19.22,24.24,17.54
2015-01-10,AQ019,16.97,45.72,32.39,24.91
2015-01-10,AQ020,17.77,53.52,12.42,5.22
2015-01-10,AQ021,9.41,55.48,7.88,4.45
2015-01-10,AQ022,32.65,11.48,26.17,16.22
2015-01-10,AQ023,75.72,6.62,22.45,21.57
2015-01-10,AQ024,16.13,34.18,13.35,8.95
2015-01-10,AQ025,36.75,11.78,24.50,17.56
2015-01-10,AQ026,18.32,37.99,27.90,11.87
2015-01-10,AQ027,5.56,59.58,3.60,2.89
